dt,aqi,co,no,no2,o3,so2,pm2_5,pm10,nh3
2020-12-02 22:30:00,5,3124.24,0.08,65.8,17.88,26.7,352.92,412.89,36.99
2020-12-02 23:30:00,5,3150.94,0.13,65.8,14.66,26.94,362.78,421.83,41.54
2020-12-03 00:30:00,5,3017.43,0.09,62.38,14.13,25.27,360.62,414.55,45.09
2020-12-03 01:30:00,5,2910.61,0.06,59.63,14.48,25.75,360.78,410.5,51.68
2020-12-03 02:30:00,5,2830.51,0.04,57.58,15.2,26.94,362.38,408.84,59.78
2020-12-03 03:30:00,5,2696.99,0.04,55.52,15.56,27.66,359.83,403.96,65.86
2020-12-03 04:30:00,5,2563.48,0.07,53.47,13.95,24.56,351.37,393.62,60.8
2020-12-03 05:30:00,5,2483.37,0.31,52.78,9.21,18.84,346.39,386.78,45.09
2020-12-03 06:30:00,5,2590.18,2.93,52.78,2.68,14.42,353.16,394.47,25.84
2020-12-03 07:30:00,5,3044.13,15.65,50.04,0.34,15.5,384.18,432,17.73
2020-12-03 08:30:00,5,3524.78,31.29,50.04,3.49,18.6,415.75,469.15,16.47
2020-12-03 09:30:00,5,2429.96,6.59,52.78,56.51,26.7,349.38,383.24,14.44
2020-12-03 10:30:00,5,2403.26,5.81,43.87,92.98,28.37,360.32,395.11,18.24
2020-12-03 11:30:00,5,2429.96,4.14,38.73,141.62,29.56,383.28,420.4,21.28
2020-12-03 12:30:00,5,1241.68,0.66,10.54,240.33,55.31,283.47,301.36,5.19
2020-12-03 13:30:00,5,1108.17,0.33,6.34,254.63,52.93,260.91,276.5,4.88
2020-12-03 14:30:00,5,1054.76,0.26,6.17,251.77,49.11,246.59,261.02,5.51
2020-12-03 15:30:00,5,1308.44,0.68,21.94,197.41,43.39,253.22,273,16.09
2020-12-03 16:30:00,5,1762.39,0.56,43.87,131.61,36.72,275.65,304.72,28.88
2020-12-03 17:30:00,5,2136.23,0.05,61.69,82.25,36.72,296.99,335.61,42.05
2020-12-03 18:30:00,5,2456.67,0,76.08,50.07,41.96,322.55,371.89,60.8
2020-12-03 19:30:00,5,2750.4,0.01,82.94,30.4,46.73,354.77,413.89,78.02
2020-12-03 20:30:00,5,2990.72,0.14,83.63,17.52,48.16,390.15,455.79,86.13
2020-12-03 21:30:00,5,3204.35,0.91,82.94,7.69,45.3,420.32,488.75,84.1
2020-12-03 22:30:00,5,3364.56,3.38,80.88,1.99,38.62,446.11,513.6,68.9
2020-12-03 23:30:00,5,3337.86,4.36,77.46,1.42,27.66,455.51,516.47,46.1
2020-12-04 00:30:00,5,3150.94,2.38,73.34,2.64,18.12,452.52,503.69,28.63
2020-12-04 01:30:00,5,3017.43,1.01,67.86,4.47,14.07,452.16,496.33,21.79
2020-12-04 02:30:00,5,2937.32,0.52,61.69,5.9,12.04,455.12,494.16,19
2020-12-04 03:30:00,5,2910.61,0.46,56.89,6.08,11.33,461.38,497.63,17.99
2020-12-04 04:30:00,5,2964.02,0.65,52.78,4.87,11.44,469.99,504.84,18.75
2020-12-04 05:30:00,5,3070.83,1.57,51.41,2.64,12.16,484.74,519.6,20.77
2020-12-04 06:30:00,5,3231.05,5.7,50.04,0.65,14.07,502.99,540.17,23.05
2020-12-04 07:30:00,5,3631.59,17.88,49.35,0.31,18.6,534.21,578.85,23.31
2020-12-04 08:30:00,5,4058.84,31.74,52.78,3.8,23.37,563.4,615.49,21.28
2020-12-04 09:30:00,5,3364.56,15.87,54.84,30.04,31.47,516.57,558.91,16.72
