,dt,aqi,co,no,no2,o3,so2,pm2_5,pm10,nh3,CO
,2024-03-08 03:00:00,3.0,,,50.72,24.68,19.55,47.56,,9.75,1174.93
,2024-03-08 04:00:00,3.0,,,15.77,100.14,12.4,36.85,,3.36,527.38
,2024-03-08 05:00:00,3.0,,,9.51,121.59,10.13,35.44,,1.95,440.6
,2024-03-08 06:00:00,3.0,,,8.74,127.32,10.49,35.4,,1.71,427.25
,2024-03-08 07:00:00,3.0,,,8.91,125.89,10.61,35.33,,1.65,427.25
,2024-03-08 08:00:00,3.0,,,10.11,124.45,11.09,35.62,,1.68,440.6
,2024-03-08 09:00:00,3.0,,,12.0,123.02,12.28,36.07,,1.77,460.62
,2024-03-08 10:00:00,3.0,,,51.41,77.25,15.97,41.4,,3.89,988.01
,2024-03-08 11:00:00,4.0,,,102.82,19.85,20.03,50.85,,6.78,2002.72
,2024-03-08 12:00:00,4.0,,,117.9,3.26,23.37,59.5,,9.5,3070.83
,2024-03-08 13:00:00,4.0,,,126.12,0.25,29.09,69.54,,14.57,4058.84
,2024-03-08 14:00:00,5.0,,,120.64,0.0,33.86,81.04,,17.99,4592.9
,2024-03-08 15:00:00,5.0,,,109.67,0.0,34.81,88.44,,19.25,4539.49
,2024-03-08 16:00:00,5.0,,,93.22,0.0,28.85,81.77,,16.47,3391.27
,2024-03-08 17:00:00,4.0,,,69.23,0.22,18.36,63.43,,11.78,1815.8
,2024-03-08 18:00:00,3.0,,,42.5,26.11,10.73,45.78,,8.23,934.6
,2024-03-08 19:00:00,3.0,,,10.45,101.57,11.44,35.15,,4.5,447.27
,2024-03-08 20:00:00,3.0,,,7.37,103.0,12.87,36.24,,4.31,410.56
,2024-03-08 21:00:00,3.0,,,6.77,97.27,12.4,37.6,,4.75,410.56
,2024-03-08 22:00:00,3.0,,,8.14,85.12,10.37,38.57,,5.7,440.6
,2024-03-08 23:00:00,3.0,,,10.88,68.66,8.46,39.62,,7.03,494.0
,2024-03-09 00:00:00,3.0,,,16.28,51.5,7.99,40.87,,8.36,574.11
,2024-03-09 01:00:00,3.0,,,33.24,26.82,9.18,44.22,,9.88,807.76
,2024-03-09 02:00:00,4.0,,,54.15,3.04,12.04,50.26,,11.4,1321.79
,2024-03-09 03:00:00,4.0,,,52.09,12.87,14.66,50.69,,10.77,1535.42
,2024-03-09 04:00:00,3.0,,,12.51,90.12,10.01,31.1,,3.23,500.68
,2024-03-09 05:00:00,3.0,,,6.6,117.3,8.94,32.68,,2.12,417.23
,2024-03-09 06:00:00,3.0,,,5.27,133.04,9.3,35.42,,1.88,403.88
,2024-03-09 07:00:00,3.0,,,5.48,138.76,9.54,37.07,,1.79,403.88
,2024-03-09 08:00:00,3.0,,,6.94,137.33,10.01,37.79,,1.82,413.89
,2024-03-09 09:00:00,3.0,,,8.65,128.75,10.37,37.51,,1.95,420.57
,2024-03-09 10:00:00,3.0,,,10.8,120.16,11.09,37.18,,2.12,433.92
,2024-03-09 11:00:00,3.0,,,14.05,115.87,12.04,37.74,,2.37,473.98
,2024-03-09 12:00:00,3.0,,,18.51,110.15,12.76,38.27,,2.63,520.71
,2024-03-09 13:00:00,3.0,,,29.13,89.41,14.19,40.5,,3.7,660.9
,2024-03-09 14:00:00,3.0,,,33.59,71.53,14.78,44.38,,5.26,774.38
,2024-03-09 15:00:00,3.0,,,28.45,70.1,13.35,46.86,,6.14,741.0
,2024-03-09 16:00:00,3.0,,,19.02,80.82,10.13,45.52,,5.95,614.17
,2024-03-09 17:00:00,3.0,,,13.02,87.98,7.39,41.15,,5.38,520.71
,2024-03-09 18:00:00,3.0,,,10.2,101.57,7.87,40.73,,4.43,467.3
,2024-03-09 19:00:00,4.0,,,7.11,128.75,13.83,50.33,,2.85,423.91
,2024-03-09 20:00:00,4.0,,,5.74,133.04,17.64,59.42,,2.28,413.89
,2024-03-09 21:00:00,4.0,,,5.44,120.16,20.27,64.64,,1.74,410.56
,2024-03-09 22:00:00,4.0,,,6.17,103.0,22.65,68.37,,1.38,413.89
,2024-03-09 23:00:00,4.0,,,7.2,87.98,22.65,71.05,,1.36,423.91
,2024-03-10 00:00:00,4.0,,,8.91,75.82,21.22,72.41,,1.28,440.6
,2024-03-10 01:00:00,4.0,,,13.54,65.09,19.31,73.56,,1.55,500.68
,2024-03-10 02:00:00,4.0,,,23.99,53.64,19.07,73.65,,2.6,634.19
,2024-03-10 03:00:00,4.0,,,29.13,50.07,17.88,69.36,,3.77,734.33
,2024-03-10 04:00:00,3.0,,,9.77,91.55,9.06,42.15,,1.71,447.27
,2024-03-10 05:00:00,3.0,,,6.17,107.29,6.91,35.07,,1.12,400.54
,2024-03-10 06:00:00,3.0,,,5.57,108.72,6.2,29.69,,1.09,390.53
,2024-03-10 07:00:00,3.0,,,5.57,108.72,5.84,25.94,,1.11,390.53
,2024-03-10 08:00:00,3.0,,,6.08,108.72,6.08,24.15,,1.2,397.21
,2024-03-10 09:00:00,3.0,,,6.68,108.72,6.91,25.71,,1.27,403.88
,2024-03-10 10:00:00,3.0,,,7.97,107.29,7.99,30.38,,1.31,417.23
,2024-03-10 11:00:00,3.0,,,9.77,101.57,8.82,35.54,,1.38,427.25
,2024-03-10 12:00:00,3.0,,,11.31,95.84,9.06,40.14,,1.42,440.6
,2024-03-10 13:00:00,3.0,,,18.34,82.97,10.61,44.69,,2.31,527.38
,2024-03-10 14:00:00,3.0,,,20.91,72.96,10.97,45.75,,3.51,580.79
,2024-03-10 15:00:00,3.0,,,17.48,72.96,9.78,42.93,,4.18,554.08
,2024-03-10 16:00:00,3.0,,,12.34,81.54,8.34,40.1,,3.99,487.33
,2024-03-10 17:00:00,3.0,,,10.37,97.27,9.42,43.72,,3.2,453.95
,2024-03-10 18:00:00,4.0,,,9.25,114.44,12.64,55.04,,2.18,433.92
,2024-03-10 19:00:00,4.0,,,7.63,120.16,14.19,63.65,,1.74,407.22
,2024-03-10 20:00:00,4.0,,,7.8,111.58,14.42,65.89,,2.56,410.56
,2024-03-10 21:00:00,4.0,,,8.05,103.0,14.19,64.85,,3.32,410.56
,2024-03-10 22:00:00,4.0,,,9.17,92.98,14.66,63.08,,4.05,423.91
,2024-03-10 23:00:00,4.0,,,10.11,82.97,14.07,61.44,,5.0,440.6
,2024-03-11 00:00:00,4.0,,,11.82,72.24,12.52,58.67,,5.89,467.3
,2024-03-11 01:00:00,4.0,,,18.68,57.94,11.21,56.15,,6.71,554.08
,2024-03-11 02:00:00,4.0,,,35.99,36.48,12.28,56.35,,7.28,787.73
,2024-03-11 03:00:00,4.0,,,42.5,32.9,14.9,57.25,,6.9,974.66
,2024-03-11 04:00:00,4.0,,,26.39,67.95,17.88,54.3,,4.43,747.68
,2024-03-11 05:00:00,4.0,,,16.96,105.86,17.88,52.3,,3.61,620.84
,2024-03-11 06:00:00,4.0,,,11.14,143.05,16.21,52.35,,3.07,547.41
,2024-03-11 07:00:00,3.0,,,5.44,133.04,8.46,43.33,,1.49,417.23
,2024-03-11 08:00:00,3.0,,,5.57,124.45,6.79,40.31,,1.25,400.54
,2024-03-11 09:00:00,3.0,,,6.43,114.44,6.5,38.38,,1.31,397.21
,2024-03-11 10:00:00,3.0,,,9.25,103.0,7.09,37.15,,1.57,420.57
,2024-03-11 11:00:00,3.0,,,14.74,92.98,8.7,36.76,,2.01,494.0
,2024-03-11 12:00:00,3.0,,,21.08,80.11,9.06,36.5,,2.44,574.11
,2024-03-11 13:00:00,3.0,,,21.93,71.53,8.7,36.18,,2.98,587.46
,2024-03-11 14:00:00,3.0,,,19.54,68.66,8.94,36.14,,3.93,560.76
,2024-03-11 15:00:00,3.0,,,16.28,70.1,8.34,36.4,,4.37,520.71
,2024-03-11 16:00:00,3.0,,,12.34,75.1,7.21,38.24,,4.56,480.65
,2024-03-11 17:00:00,3.0,,,11.31,75.82,6.97,41.36,,4.75,473.98
,2024-03-11 18:00:00,3.0,,,10.71,77.25,6.97,43.09,,4.62,460.62
,2024-03-11 19:00:00,3.0,,,9.42,78.68,6.97,43.51,,4.56,433.92
,2024-03-11 20:00:00,3.0,,,8.23,77.25,6.97,45.2,,4.94,420.57
,2024-03-11 21:00:00,3.0,,,7.63,72.96,7.21,47.07,,5.07,413.89
,2024-03-11 22:00:00,3.0,,,8.23,67.23,9.06,48.54,,5.07,413.89
,2024-03-11 23:00:00,4.0,,,9.51,61.51,12.04,50.13,,5.26,427.25
,2024-03-12 00:00:00,4.0,,,12.17,55.07,15.74,53.21,,5.32,460.62
,2024-03-12 01:00:00,4.0,,,19.19,45.78,20.5,58.51,,5.32,554.08
,2024-03-12 02:00:00,4.0,,,33.24,31.47,27.18,64.4,,5.38,747.68
,2024-03-12 03:00:00,4.0,,,33.93,37.91,28.37,65.9,,5.0,847.82
,2024-03-12 04:00:00,3.0,,,11.14,92.98,14.19,46.72,,1.33,473.98
,2024-03-12 05:00:00,3.0,,,6.17,117.3,9.42,41.05,,0.91,410.56
,2024-03-12 06:00:00,3.0,,,5.01,133.04,8.82,42.32,,1.11,400.54
,2024-03-12 07:00:00,3.0,,,5.31,137.33,8.58,43.05,,1.17,400.54
,2024-03-12 08:00:00,4.0,,,5.74,140.19,8.58,43.41,,1.16,403.88
,2024-03-12 09:00:00,3.0,,,6.0,138.76,8.46,42.63,,1.11,397.21
,2024-03-12 10:00:00,3.0,,,6.94,133.04,8.34,40.84,,1.09,393.87
,2024-03-12 11:00:00,3.0,,,9.42,124.45,8.58,39.36,,1.19,410.56
,2024-03-12 12:00:00,3.0,,,12.34,113.01,8.7,37.84,,1.33,427.25
,2024-03-12 13:00:00,3.0,,,19.19,95.84,10.73,37.86,,2.28,514.03
,2024-03-12 14:00:00,3.0,,,23.31,82.25,12.87,40.06,,3.93,594.14
,2024-03-12 15:00:00,3.0,,,22.28,80.11,13.35,42.76,,5.19,594.14
,2024-03-12 16:00:00,3.0,,,18.16,82.97,12.04,43.66,,5.83,547.41
,2024-03-12 17:00:00,3.0,,,15.42,86.55,10.97,45.21,,5.83,514.03
,2024-03-12 18:00:00,4.0,,,13.71,97.27,12.52,51.0,,5.0,480.65
,2024-03-12 19:00:00,4.0,,,10.62,104.43,14.31,55.2,,4.12,433.92
,2024-03-12 20:00:00,4.0,,,8.14,97.27,14.54,53.9,,3.8,397.21
,2024-03-12 21:00:00,4.0,,,7.8,85.12,18.84,52.17,,3.48,377.18
,2024-03-12 22:00:00,4.0,,,8.83,76.53,27.66,54.2,,3.39,380.52
,2024-03-12 23:00:00,4.0,,,9.85,73.67,34.33,58.7,,3.58,400.54
,2024-03-13 00:00:00,4.0,,,11.14,75.1,34.81,61.98,,3.99,433.92
,2024-03-13 01:00:00,4.0,,,17.31,73.67,32.9,62.6,,4.88,514.03
,2024-03-13 02:00:00,4.0,,,30.85,59.37,29.8,61.67,,6.46,700.95
,2024-03-13 03:00:00,4.0,,,33.93,55.07,24.08,58.53,,7.66,801.09
,2024-03-13 04:00:00,4.0,,,20.56,82.97,18.12,52.3,,5.83,640.87
,2024-03-13 05:00:00,4.0,,,13.54,120.16,16.21,53.25,,4.69,560.76
,2024-03-13 06:00:00,4.0,,,9.17,158.79,15.97,60.03,,4.18,527.38
,2024-03-13 07:00:00,4.0,,,5.65,154.5,11.21,53.26,,2.5,440.6
,2024-03-13 08:00:00,4.0,,,6.25,154.5,10.61,50.81,,1.95,433.92
,2024-03-13 09:00:00,4.0,,,8.23,163.08,12.4,52.45,,1.92,460.62
,2024-03-13 10:00:00,4.0,,,11.65,165.94,14.31,53.67,,1.98,494.0
,2024-03-13 11:00:00,4.0,,,17.48,161.65,16.21,54.76,,2.25,560.76
,2024-03-13 12:00:00,4.0,,,26.05,150.2,18.36,55.51,,2.6,647.54
,2024-03-13 13:00:00,4.0,,,81.57,80.11,23.13,62.57,,5.38,1321.79
,2024-03-13 14:00:00,5.0,,,139.83,7.33,29.56,75.7,,10.01,2269.74
,2024-03-13 15:00:00,5.0,,,135.72,0.03,32.42,86.2,,13.68,2750.4
,2024-03-13 16:00:00,5.0,,,117.9,0.01,30.52,89.07,,15.45,2643.59
,2024-03-13 17:00:00,5.0,,,93.22,0.54,23.84,80.17,,14.57,2002.72
,2024-03-13 18:00:00,4.0,,,56.89,20.56,14.9,61.97,,11.15,1148.22
,2024-03-13 19:00:00,3.0,,,18.51,67.95,9.54,46.49,,7.09,554.08
,2024-03-13 20:00:00,3.0,,,14.57,72.24,9.54,46.04,,6.84,494.0
,2024-03-13 21:00:00,3.0,,,14.22,67.95,11.68,49.48,,7.54,500.68
,2024-03-13 22:00:00,4.0,,,15.42,57.94,13.35,53.63,,8.87,540.73
,2024-03-13 23:00:00,4.0,,,15.42,45.78,11.21,51.02,,8.36,554.08
,2024-03-14 00:00:00,3.0,,,15.42,35.41,8.58,43.78,,5.38,534.06
,2024-03-14 01:00:00,3.0,,,21.25,24.32,8.58,39.02,,4.02,587.46
,2024-03-14 02:00:00,3.0,,,32.56,11.35,10.61,37.71,,4.69,761.03
,2024-03-14 03:00:00,3.0,,,32.56,17.7,12.04,37.04,,5.51,907.9
,2024-03-14 04:00:00,3.0,,,12.85,82.97,7.39,34.35,,2.6,507.35
,2024-03-14 05:00:00,3.0,,,7.71,110.15,7.21,36.75,,2.31,453.95
,2024-03-14 06:00:00,3.0,,,6.68,123.02,7.57,38.22,,2.34,447.27
,2024-03-14 07:00:00,3.0,,,6.43,128.75,7.45,39.56,,2.31,440.6
,2024-03-14 08:00:00,3.0,,,7.28,135.9,7.99,41.75,,2.37,453.95
,2024-03-14 09:00:00,4.0,,,8.91,147.34,9.54,44.37,,2.47,487.33
,2024-03-14 10:00:00,4.0,,,10.97,157.36,11.09,46.52,,2.63,520.71
,2024-03-14 11:00:00,4.0,,,15.59,163.08,12.99,47.86,,2.85,580.79
,2024-03-14 12:00:00,4.0,,,23.31,161.65,15.26,48.63,,3.17,654.22
,2024-03-14 13:00:00,4.0,,,93.22,77.25,20.5,57.52,,6.4,1455.31
,2024-03-14 14:00:00,4.0,,,150.8,2.41,27.18,73.33,,11.65,2429.96
,2024-03-14 15:00:00,5.0,,,159.03,0.0,35.29,87.98,,17.99,2990.72
,2024-03-14 16:00:00,5.0,,,150.8,0.0,38.62,97.47,,21.28,2964.02
,2024-03-14 17:00:00,5.0,,,117.9,0.17,30.28,98.34,,19.25,2429.96
,2024-03-14 18:00:00,5.0,,,77.46,8.4,18.84,84.11,,15.2,1642.23
,2024-03-14 19:00:00,4.0,,,16.45,90.84,11.44,59.83,,6.97,587.46
,2024-03-14 20:00:00,4.0,,,8.48,123.02,13.11,62.34,,5.13,440.6
,2024-03-14 21:00:00,4.0,,,6.77,130.18,12.87,63.74,,4.62,413.89
,2024-03-14 22:00:00,4.0,,,7.37,115.87,11.68,63.88,,5.26,427.25
,2024-03-14 23:00:00,4.0,,,9.42,91.55,11.21,62.7,,6.52,467.3
,2024-03-15 00:00:00,4.0,,,14.05,66.52,11.44,61.51,,7.98,540.73
,2024-03-15 01:00:00,4.0,,,27.42,41.13,12.87,62.58,,9.25,714.3
,2024-03-15 02:00:00,4.0,,,49.35,11.98,15.02,65.96,,10.39,1081.47
,2024-03-15 03:00:00,4.0,,,49.35,13.41,16.21,65.1,,9.88,1321.79
,2024-03-15 04:00:00,4.0,,,26.73,62.94,14.19,53.68,,6.52,814.44
,2024-03-15 05:00:00,4.0,,,17.65,105.86,14.07,53.47,,6.02,707.63
,2024-03-15 06:00:00,4.0,,,13.02,155.93,15.5,60.27,,5.95,674.25
,2024-03-15 07:00:00,4.0,,,7.54,158.79,12.28,56.54,,3.74,527.38
,2024-03-15 08:00:00,4.0,,,8.05,153.06,11.56,54.55,,2.79,487.33
,2024-03-15 09:00:00,4.0,,,9.94,150.2,12.04,54.06,,2.72,494.0
,2024-03-15 10:00:00,4.0,,,11.82,141.62,11.92,52.56,,2.6,494.0
,2024-03-15 11:00:00,4.0,,,14.57,130.18,11.68,50.99,,2.6,514.03
,2024-03-15 12:00:00,3.0,,,17.82,118.73,11.32,49.7,,2.66,534.06
,2024-03-15 13:00:00,3.0,,,22.28,103.0,12.4,49.65,,3.2,587.46
,2024-03-15 14:00:00,4.0,,,20.39,98.71,13.23,50.72,,3.7,574.11
,2024-03-15 15:00:00,4.0,,,15.08,105.86,12.04,50.17,,3.74,514.03
,2024-03-15 16:00:00,3.0,,,11.65,98.71,8.82,42.17,,4.05,453.95
,2024-03-15 17:00:00,3.0,,,12.34,90.84,7.63,37.69,,4.69,453.95
,2024-03-15 18:00:00,3.0,,,12.85,103.0,11.68,43.53,,4.18,453.95
,2024-03-15 19:00:00,4.0,,,11.14,127.32,21.22,57.48,,3.51,440.6
,2024-03-15 20:00:00,4.0,,,7.63,140.19,28.13,70.96,,3.32,427.25
,2024-03-15 21:00:00,5.0,,,6.6,130.18,31.95,78.94,,3.23,427.25
,2024-03-15 22:00:00,5.0,,,7.2,110.15,32.9,81.44,,2.88,440.6
,2024-03-15 23:00:00,5.0,,,7.71,97.27,29.09,80.0,,3.2,453.95
,2024-03-16 00:00:00,5.0,,,8.83,88.69,23.13,75.36,,4.12,473.98
,2024-03-16 01:00:00,4.0,,,13.88,78.68,19.07,69.66,,5.45,540.73
,2024-03-16 02:00:00,4.0,,,26.73,58.65,18.36,64.43,,7.16,714.3
,2024-03-16 03:00:00,4.0,,,35.3,45.78,18.12,57.34,,8.04,881.2
,2024-03-16 04:00:00,3.0,,,26.39,62.23,17.4,45.41,,6.84,774.38
,2024-03-16 05:00:00,3.0,,,19.88,94.41,16.69,39.76,,5.7,674.25
,2024-03-16 06:00:00,4.0,,,13.02,143.05,15.74,40.19,,4.69,580.79
,2024-03-16 07:00:00,4.0,,,5.57,144.48,8.7,33.59,,2.25,407.22
,2024-03-16 08:00:00,3.0,,,5.18,133.04,6.5,29.04,,1.46,363.83
,2024-03-16 09:00:00,3.0,,,5.65,121.59,5.84,25.63,,1.42,350.48
,2024-03-16 10:00:00,3.0,,,6.34,113.01,5.6,24.72,,1.47,347.14
,2024-03-16 11:00:00,3.0,,,7.37,110.15,5.9,26.26,,1.5,360.49
,2024-03-16 12:00:00,3.0,,,8.65,110.15,6.32,29.06,,1.55,377.18
,2024-03-16 13:00:00,3.0,,,8.74,110.15,6.68,31.57,,1.69,387.19
,2024-03-16 14:00:00,3.0,,,8.05,105.86,6.32,30.94,,2.06,390.53
,2024-03-16 15:00:00,3.0,,,7.11,98.71,5.19,25.55,,2.37,377.18
,2024-03-16 16:00:00,2.0,,,6.77,90.12,4.59,21.59,,2.79,367.16
,2024-03-16 17:00:00,2.0,,,7.63,87.26,4.95,22.72,,3.13,367.16
,2024-03-16 18:00:00,3.0,,,8.14,104.43,8.94,30.7,,2.82,367.16
,2024-03-16 19:00:00,3.0,,,7.37,127.32,15.5,43.19,,2.47,360.49
,2024-03-16 20:00:00,4.0,,,6.08,133.04,19.07,52.12,,2.56,353.81
,2024-03-16 21:00:00,4.0,,,5.74,117.3,19.31,54.04,,2.25,353.81
,2024-03-16 22:00:00,4.0,,,6.6,91.55,18.12,52.09,,1.87,360.49
,2024-03-16 23:00:00,3.0,,,8.23,67.95,16.69,49.38,,1.77,370.5
,2024-03-17 00:00:00,3.0,,,11.14,48.64,15.74,46.77,,1.73,393.87
,2024-03-17 01:00:00,3.0,,,17.65,30.4,15.97,45.16,,1.96,460.62
,2024-03-17 02:00:00,3.0,,,29.13,13.95,18.84,46.4,,2.91,627.52
,2024-03-17 03:00:00,3.0,,,29.82,18.24,22.41,49.73,,3.8,794.41
,2024-03-17 04:00:00,3.0,,,20.22,57.94,24.8,48.68,,2.69,600.81
,2024-03-17 05:00:00,4.0,,,13.71,98.71,23.37,53.15,,2.34,527.38
,2024-03-17 06:00:00,4.0,,,8.48,145.91,21.22,60.74,,1.98,487.33
,2024-03-17 07:00:00,4.0,,,4.54,144.48,11.68,41.72,,1.09,380.52
,2024-03-17 08:00:00,3.0,,,3.98,134.47,7.39,30.21,,0.83,343.8
,2024-03-17 09:00:00,3.0,,,4.03,131.61,6.08,26.29,,0.79,333.79
,2024-03-17 10:00:00,3.0,,,4.71,128.75,5.78,24.64,,0.82,333.79
,2024-03-17 11:00:00,3.0,,,6.17,123.02,5.72,24.14,,0.98,347.14
,2024-03-17 12:00:00,3.0,,,8.05,111.58,5.54,22.77,,1.19,360.49
,2024-03-17 13:00:00,2.0,,,10.8,97.27,6.02,20.98,,1.76,383.85
,2024-03-17 14:00:00,2.0,,,10.97,87.98,6.32,19.25,,2.53,387.19
,2024-03-17 15:00:00,2.0,,,9.68,88.69,6.02,19.82,,2.82,367.16
,2024-03-17 16:00:00,2.0,,,8.31,94.41,6.85,23.96,,2.63,347.14
,2024-03-17 17:00:00,3.0,,,8.57,104.43,11.92,32.55,,2.28,347.14
,2024-03-17 18:00:00,3.0,,,9.0,117.3,18.12,43.24,,1.93,347.14
,2024-03-17 19:00:00,3.0,,,9.85,118.73,20.27,49.54,,2.15,357.15
,2024-03-17 20:00:00,4.0,,,10.37,111.58,19.31,51.41,,3.23,377.18
,2024-03-17 21:00:00,4.0,,,9.94,101.57,17.17,50.53,,4.12,380.52
,2024-03-17 22:00:00,4.0,,,10.8,90.12,16.21,50.29,,4.81,400.54
,2024-03-17 23:00:00,4.0,,,12.0,80.11,15.74,50.61,,5.38,423.91
,2024-03-18 00:00:00,4.0,,,14.57,72.24,15.26,51.58,,5.89,460.62
,2024-03-18 01:00:00,4.0,,,23.99,58.65,15.97,52.65,,6.71,580.79
,2024-03-18 02:00:00,4.0,,,45.93,33.62,18.36,53.42,,8.49,894.55
,2024-03-18 03:00:00,3.0,,,47.3,28.97,19.31,47.85,,9.5,1108.17
,2024-03-18 04:00:00,3.0,,,13.02,82.97,10.49,26.55,,4.18,480.65
,2024-03-18 05:00:00,3.0,,,7.63,113.01,9.18,27.09,,3.17,413.89
,2024-03-18 06:00:00,3.0,,,6.34,137.33,10.01,31.34,,2.94,410.56
,2024-03-18 07:00:00,4.0,,,6.17,153.06,10.61,35.09,,2.79,413.89
,2024-03-18 08:00:00,4.0,,,7.11,164.51,11.68,37.85,,2.53,423.91
,2024-03-18 09:00:00,4.0,,,7.97,165.94,12.28,38.67,,2.25,420.57
,2024-03-18 10:00:00,4.0,,,9.42,154.5,12.04,37.08,,2.09,410.56
,2024-03-18 11:00:00,3.0,,,12.34,134.47,11.68,34.25,,2.06,413.89
,2024-03-18 12:00:00,3.0,,,15.42,115.87,11.44,31.49,,2.09,427.25
,2024-03-18 13:00:00,3.0,,,15.59,103.0,11.44,29.99,,2.18,427.25
,2024-03-18 14:00:00,3.0,,,14.05,98.71,11.68,29.39,,2.44,417.23
,2024-03-18 15:00:00,3.0,,,11.65,104.43,11.92,28.92,,2.34,390.53
,2024-03-18 16:00:00,3.0,,,9.94,111.58,11.44,30.26,,2.12,373.84
,2024-03-18 17:00:00,3.0,,,10.11,124.45,16.45,38.16,,1.63,380.52
,2024-03-18 18:00:00,3.0,,,10.28,134.47,28.13,48.97,,1.19,383.85
,2024-03-18 19:00:00,4.0,,,9.6,125.89,33.38,52.53,,1.49,377.18
,2024-03-18 20:00:00,4.0,,,8.91,108.72,30.52,50.42,,2.44,377.18
,2024-03-18 21:00:00,3.0,,,9.0,89.41,27.66,46.41,,3.23,377.18
,2024-03-18 22:00:00,3.0,,,10.8,73.67,27.42,45.81,,4.18,397.21
,2024-03-18 23:00:00,3.0,,,13.02,61.51,28.37,48.55,,5.32,427.25
,2024-03-19 00:00:00,4.0,,,15.94,55.07,29.33,53.26,,6.14,473.98
,2024-03-19 01:00:00,4.0,,,25.7,46.49,30.04,57.65,,6.97,607.49
,2024-03-19 02:00:00,4.0,,,47.3,28.97,29.8,59.77,,8.36,934.6
,2024-03-19 03:00:00,4.0,,,51.41,32.9,27.42,54.83,,8.87,1174.93
,2024-03-19 04:00:00,3.0,,,25.36,88.69,21.7,40.32,,5.76,707.63
,2024-03-19 05:00:00,3.0,,,17.48,131.61,21.22,43.67,,5.45,620.84
,2024-03-19 06:00:00,5.0,,,12.68,180.24,22.41,55.37,,5.26,594.14
,2024-03-19 07:00:00,4.0,,,6.94,170.23,14.31,44.11,,2.82,447.27
,2024-03-19 08:00:00,4.0,,,7.37,153.06,11.8,36.54,,1.87,403.88
,2024-03-19 09:00:00,4.0,,,9.42,144.48,12.28,34.61,,1.79,403.88
,2024-03-19 10:00:00,3.0,,,12.0,133.04,13.11,33.07,,1.84,413.89
,2024-03-19 11:00:00,3.0,,,15.59,125.89,13.83,32.57,,2.03,447.27
,2024-03-19 12:00:00,3.0,,,19.36,118.73,14.07,32.08,,2.25,480.65
,2024-03-19 13:00:00,3.0,,,30.16,97.27,16.21,32.58,,3.2,607.49
,2024-03-19 14:00:00,3.0,,,34.27,77.25,17.88,34.03,,4.37,687.6
,2024-03-19 15:00:00,3.0,,,26.39,77.25,16.21,35.74,,4.81,627.52
,2024-03-19 16:00:00,3.0,,,16.79,87.26,12.28,37.82,,4.62,520.71
,2024-03-19 17:00:00,3.0,,,13.88,92.98,10.01,40.29,,4.5,480.65
,2024-03-19 18:00:00,3.0,,,13.02,111.58,13.83,49.17,,3.39,460.62
,2024-03-19 19:00:00,4.0,,,12.34,130.18,23.13,63.49,,2.56,447.27
,2024-03-19 20:00:00,4.0,,,11.48,130.18,26.46,70.8,,3.29,453.95
,2024-03-19 21:00:00,4.0,,,10.62,121.59,23.84,72.07,,4.43,460.62
,2024-03-19 22:00:00,4.0,,,10.37,105.86,17.64,65.7,,5.64,460.62
,2024-03-19 23:00:00,4.0,,,10.71,92.98,14.54,59.33,,6.33,460.62
,2024-03-20 00:00:00,4.0,,,12.85,82.97,14.31,56.63,,6.71,487.33
,2024-03-20 01:00:00,4.0,,,19.88,72.24,15.5,59.19,,7.22,594.14
,2024-03-20 02:00:00,4.0,,,38.04,51.5,18.36,63.18,,8.11,847.82
,2024-03-20 03:00:00,4.0,,,43.87,50.78,19.79,65.35,,8.11,1001.36
,2024-03-20 04:00:00,4.0,,,20.73,94.41,15.14,57.53,,5.13,660.9
,2024-03-20 05:00:00,4.0,,,12.0,125.89,12.99,51.34,,3.61,527.38
,2024-03-20 06:00:00,4.0,,,8.74,153.06,13.11,51.73,,3.01,480.65
,2024-03-20 07:00:00,4.0,,,5.74,155.93,10.37,49.26,,2.31,420.57
,2024-03-20 08:00:00,4.0,,,6.0,158.79,10.13,48.55,,2.15,417.23
,2024-03-20 09:00:00,4.0,,,6.85,161.65,10.49,48.02,,2.18,420.57
,2024-03-20 10:00:00,4.0,,,8.65,161.65,11.09,48.04,,2.28,433.92
,2024-03-20 11:00:00,4.0,,,12.0,154.5,12.04,48.44,,2.44,460.62
,2024-03-20 12:00:00,3.0,,,16.28,138.76,12.76,48.51,,2.6,494.0
,2024-03-20 13:00:00,3.0,,,19.88,120.16,14.19,49.32,,3.01,534.06
,2024-03-20 14:00:00,4.0,,,17.82,110.15,14.19,50.33,,3.45,520.71
,2024-03-20 15:00:00,3.0,,,14.05,111.58,12.64,48.71,,3.67,473.98
,2024-03-20 16:00:00,3.0,,,10.88,108.72,9.54,41.72,,3.8,427.25
,2024-03-20 17:00:00,3.0,,,10.45,113.01,8.94,40.06,,3.36,417.23
,2024-03-20 18:00:00,4.0,,,10.37,133.04,18.84,56.54,,2.41,427.25
,2024-03-20 19:00:00,4.0,,,9.17,138.76,25.27,73.38,,2.18,440.6
,2024-03-20 20:00:00,5.0,,,7.88,120.16,19.79,75.77,,3.07,440.6
,2024-03-20 21:00:00,4.0,,,7.28,94.41,12.4,67.37,,3.89,427.25
,2024-03-20 22:00:00,4.0,,,7.28,72.24,8.7,57.1,,3.7,413.89
,2024-03-20 23:00:00,3.0,,,7.63,59.37,7.63,49.76,,3.01,397.21
